Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1993,1993,1993,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,911,-1,N/A,,911,,1301,1301,,0
H3,2009,2009,2009,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,15,-1,N/A,,15,,6,6,,0
H3,2009,2009,2009,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,131,-1,N/A,,131,,7653,7653,,0
H3,2010,2010,2010,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,254,-1,N/A,,254,,9741,9741,,0
H3,2010,2010,2010,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,-1,N/A,,2,,989,989,,0
H3,2010,2010,2010,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,252,-1,N/A,,252,,8752,8752,,0
H3,2011,2011,2011,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,10,-1,N/A,,10,,1655,1655,,0
H3,2011,2011,2011,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,10,-1,N/A,,10,,1655,1655,,0
H3,2013,2013,2013,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,77,8,kg,77.04,77,,4682,4682.929,,0
H3,2013,2013,2013,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,9,8,kg,9.04,9,,1185,1185.814,,0
H3,2013,2013,2013,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,68,8,kg,68,68,,3497,3497.115,,0
H3,2014,2014,2014,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,66,8,kg,66.35,66,,5514,5514.846,,0
H3,2014,2014,2014,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,56,8,kg,56,56,,2647,2647.853,,0
H3,2014,2014,2014,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,10,8,kg,10.35,10,,2866,2866.993,,0
H3,2015,2015,2015,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,131,8,kg,131.2,131,,11206,11206.8,,0
H3,2015,2015,2015,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,10,8,kg,10,10,,915,915.977,,0
H3,2015,2015,2015,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,121,8,kg,121.2,121,,10290,10290.823,,0
H3,2016,2016,2016,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,87,8,kg,87.37,87,,10324,10324.419,,0
H3,2016,2016,2016,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,50,8,kg,50,50,,5777,5777.998,,0
H3,2016,2016,2016,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,37,8,kg,37.37,37,,4546,4546.421,,0
H3,2017,2017,2017,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,612,8,kg,612.08,612,0,14630,14630.411,,0
H3,2017,2017,2017,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,612,8,kg,612.08,612,0,14630,14630.411,,0
H3,2018,2018,2018,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,1471,8,kg,1471.7,1471,,9209,9209.969,,0
H3,2018,2018,2018,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,1125,8,kg,1125,1125,,1963,1963.717,,0
H3,2018,2018,2018,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,346,8,kg,346.7,346,,7246,7246.252,,0
H3,2019,2019,2019,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,25,8,kg,25.27,25,0,1625,1625.82,,0
H3,2019,2019,2019,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,0,8,kg,0.43,0,0,45,45.92,,0
H3,2019,2019,2019,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,24,8,kg,24.84,24,0,1579,1579.9,,0
H0,1993,1993,1993,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,1962,-1,N/A,,1962,,49940,49940,,0
H0,1993,1993,1993,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,136,-1,N/A,,136,,4353,4353,,0
H0,1993,1993,1993,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,7,-1,N/A,,7,,2373,2373,,0
H0,1993,1993,1993,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,1750,-1,N/A,,1750,,42778,42778,,0
H0,1993,1993,1993,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,69,-1,N/A,,69,,436,436,,0
H0,1994,1994,1994,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,2176,-1,N/A,,2176,,61153,61153,,0
H0,1994,1994,1994,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,2125,-1,N/A,,2125,,60721,60721,,0
H0,1994,1994,1994,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,51,-1,N/A,,51,,432,432,,0
H0,1995,1995,1995,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,4333,-1,N/A,,4333,,64747,64747,,0
H0,1995,1995,1995,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,117,-1,N/A,,117,,4425,4425,,0
H0,1995,1995,1995,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,18,-1,N/A,,18,,5379,5379,,0
H0,1995,1995,1995,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,4125,-1,N/A,,4125,,54608,54608,,0
H0,1995,1995,1995,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,73,-1,N/A,,73,,335,335,,0
H0,1996,1996,1996,6,1,0,RX,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,16,-1,N/A,,16,,1445,,,0
H0,1996,1996,1996,6,1,0,RX,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,16,-1,N/A,,16,,1445,,,0
H0,1996,1996,1996,6,1,0,X,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,16,-1,N/A,,16,,1445,,1445,0
H0,1996,1996,1996,6,1,0,X,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,16,-1,N/A,,16,,1445,,1445,0
H0,1997,1997,1997,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,2381,-1,N/A,,2381,,91744,91744,,0
H0,1997,1997,1997,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,156,-1,N/A,,156,,6054,6054,,0
H0,1997,1997,1997,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,2,-1,N/A,,2,,1763,1763,,0
H0,1997,1997,1997,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,16,-1,N/A,,16,,5481,5481,,0
H0,1997,1997,1997,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,2125,-1,N/A,,2125,,76928,76928,,0
H0,1997,1997,1997,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,82,-1,N/A,,82,,1518,1518,,0
H1,1998,1998,1998,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,2312,-1,N/A,,2312,,91665,91665,,0
H1,1998,1998,1998,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,33,-1,N/A,,33,,7085,7085,,0
H1,1998,1998,1998,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,7,-1,N/A,,7,,3563,3563,,0
H1,1998,1998,1998,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,18,-1,N/A,,18,,1086,1086,,0
H1,1998,1998,1998,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,51,-1,N/A,,51,,625,625,,0
H1,1998,1998,1998,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,2187,-1,N/A,,2187,,78661,78661,,0
H1,1998,1998,1998,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,16,-1,N/A,,16,,645,645,,0
H1,1999,1999,1999,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,6459,-1,N/A,,6459,,149621,149621,,0
H1,1999,1999,1999,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,50,-1,N/A,,50,,4729,4729,,0
H1,1999,1999,1999,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,2,-1,N/A,,2,,1763,1763,,0
H1,1999,1999,1999,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,117,-1,N/A,,117,,527,527,,0
H1,1999,1999,1999,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,6250,-1,N/A,,6250,,141242,141242,,0
H1,1999,1999,1999,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,40,-1,N/A,,40,,1360,1360,,0
H1,2000,2000,2000,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,9227,-1,N/A,,9227,,97027,97027,,0
H1,2000,2000,2000,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,2,-1,N/A,,2,,174,174,,0
H1,2000,2000,2000,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,7,-1,N/A,,7,,603,603,,0
H1,2000,2000,2000,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,19,-1,N/A,,19,,2937,2937,,0
H1,2000,2000,2000,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,11,-1,N/A,,11,,4426,4426,,0
H1,2000,2000,2000,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,1,-1,N/A,,1,,420,420,,0
H1,2000,2000,2000,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,3,-1,N/A,,3,,1498,1498,,0
H1,2000,2000,2000,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,9184,-1,N/A,,9184,,86970,86970,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,7911,-1,N/A,,7911,,132752,132752,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,4,-1,N/A,,4,,1671,1671,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,16,-1,N/A,,16,,935,935,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,5,-1,N/A,,5,,451,451,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,4,-1,N/A,,4,,70,70,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,18,-1,N/A,,18,,3149,3149,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,9,-1,N/A,,9,,2307,2307,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,2,-1,N/A,,2,,839,839,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,29,-1,N/A,,29,,206,206,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,6,-1,N/A,,6,,106,106,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,2,-1,N/A,,2,,144,144,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,24,-1,N/A,,24,,1547,1547,,0
H1,2001,2001,2001,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,7792,-1,N/A,,7792,,121325,121325,,0
H1,2002,2002,2002,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,3846,-1,N/A,,3846,,190612,190612,,0
H1,2002,2002,2002,6,1,0,M,670,Saint Vincent and the Grenadines,VCT,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006",8,kg,28,-1,N/A,,28,,931,931,,0
