Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H1,2001,2001,2001,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,2648,-1,N/A,,2648,,17897,17897,,0
H4,2015,2015,2015,6,1,0,M,882,Samoa,WSM,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,17155,-1,N/A,,17155,,25574,25574,,0
H4,2015,2015,2015,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,16245,-1,N/A,,16245,,44333,44333,,0
H4,2015,2015,2015,6,1,0,M,882,Samoa,WSM,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,79,-1,N/A,,79,,358,358,,0
H4,2015,2015,2015,6,1,0,M,882,Samoa,WSM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,6354,-1,N/A,,6354,,6600,6600,,0
H4,2015,2015,2015,6,1,0,X,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,535,-1,N/A,,535,,33087,,33087,0
H4,2015,2015,2015,6,1,0,X,882,Samoa,WSM,772,Tokelau,TKL,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,535,-1,N/A,,535,,33087,,33087,0
H4,2016,2016,2016,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,43458,-1,N/A,,43458,,64181,64181,,0
H4,2016,2016,2016,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,22885,-1,N/A,,22885,,39223,39223,,0
H4,2016,2016,2016,6,1,0,M,882,Samoa,WSM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,852,-1,N/A,,852,,409,409,,0
H4,2016,2016,2016,6,1,0,M,882,Samoa,WSM,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,9457,-1,N/A,,9457,,9576,9576,,0
H4,2016,2016,2016,6,1,0,M,882,Samoa,WSM,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,464,-1,N/A,,464,,813,813,,0
H4,2016,2016,2016,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,7684,-1,N/A,,7684,,13393,13393,,0
H4,2016,2016,2016,6,1,0,M,882,Samoa,WSM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,2117,-1,N/A,,2117,,767,767,,0
H4,2017,2017,2017,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,33268,8,kg,33268.11,33268,,41564,41564.496,,0
H4,2017,2017,2017,6,1,0,M,882,Samoa,WSM,16,American Samoa,ASM,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,193,8,kg,193.33,193,,444,444.745,,0
H4,2017,2017,2017,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,16406,8,kg,16406.04,16406,,17687,17687.019,,0
H4,2017,2017,2017,6,1,0,M,882,Samoa,WSM,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,3644,8,kg,3644,3644,,3316,3316.81,,0
H4,2017,2017,2017,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,7783,8,kg,7783.86,7783,,14809,14809.815,,0
H4,2017,2017,2017,6,1,0,M,882,Samoa,WSM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,5240,8,kg,5240.88,5240,,5306,5306.106,,0
H4,2017,2017,2017,6,1,0,X,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,965,8,kg,965,965,,2923,,2923.313,0
H4,2017,2017,2017,6,1,0,X,882,Samoa,WSM,772,Tokelau,TKL,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,965,8,kg,965,965,,2923,,2923.313,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,54564,8,kg,54564.75,54564,,65851,65851.493,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,36,Australia,AUS,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,9391,8,kg,9391,9391,,15206,15206.69,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,156,China,CHN,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,21550,8,kg,21550,21550,,15854,15854.868,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,242,Fiji,FJI,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,9489,8,kg,9489,9489,,10932,10932.114,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,344,"China, Hong Kong SAR",HKG,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,1475,8,kg,1475,1475,,2609,2609.709,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,554,New Zealand,NZL,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,3685,8,kg,3685,3685,,15695,15695.335,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,842,USA,USA,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,8974,8,kg,8974.75,8974,,5552,5552.777,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,10866,8,kg,10866,10866,,17816,17816.399,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,36,Australia,AUS,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,9391,8,kg,9391,9391,,15206,15206.69,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,344,"China, Hong Kong SAR",HKG,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,1475,8,kg,1475,1475,,2609,2609.709,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,22226,8,kg,22226,22226,,15868,15868.774,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,156,China,CHN,156,China,CHN,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,21550,8,kg,21550,21550,,15854,15854.868,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,156,China,CHN,554,New Zealand,NZL,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,676,8,kg,676,676,,13,13.906,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,9639,8,kg,9639,9639,,12499,12499.639,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,242,Fiji,FJI,242,Fiji,FJI,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,9489,8,kg,9489,9489,,10932,10932.114,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,242,Fiji,FJI,554,New Zealand,NZL,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,150,8,kg,150,150,,1567,1567.525,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,2859,8,kg,2859,2859,,14113,14113.904,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,554,New Zealand,NZL,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,2859,8,kg,2859,2859,,14113,14113.904,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,8974,8,kg,8974.75,8974,,5552,5552.777,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,842,USA,USA,842,USA,USA,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,8974,8,kg,8974.75,8974,,5552,5552.777,,0
H4,2018,2018,2018,6,1,0,X,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,3740,8,kg,3740,3740,,47670,,47670.139,0
H4,2018,2018,2018,6,1,0,X,882,Samoa,WSM,772,Tokelau,TKL,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,3740,8,kg,3740,3740,,47670,,47670.139,0
H4,2019,2019,2019,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,67504,8,kg,67504.77,67504,0,50265,50265.11,,0
H4,2019,2019,2019,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,2597,8,kg,2597.4,2597,0,1409,1409.93,,0
H4,2019,2019,2019,6,1,0,M,882,Samoa,WSM,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,2076,8,kg,2076,2076,0,2393,2393.76,,0
H4,2019,2019,2019,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,7276,8,kg,7276.25,7276,0,11731,11731.64,,0
H4,2019,2019,2019,6,1,0,M,882,Samoa,WSM,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,52784,8,kg,52784.02,52784,0,33736,33736.16,,0
H4,2019,2019,2019,6,1,0,X,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,100,8,kg,100,100,0,1918,,1918.57,0
H4,2019,2019,2019,6,1,0,X,882,Samoa,WSM,772,Tokelau,TKL,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,100,8,kg,100,100,0,1918,,1918.57,0
H4,2019,2019,2019,6,1,0,M,882,Samoa,WSM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,2771,8,kg,2771.1,2771,0,993,993.62,,0
H1,2002,2002,2002,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,28,-1,N/A,,28,,765,765,,6
H1,2002,2002,2002,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,28,-1,N/A,,28,,765,765,,6
H1,2004,2004,2004,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,18,-1,N/A,,18,,605,605,,6
H1,2004,2004,2004,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,18,-1,N/A,,18,,605,605,,6
H3,2009,2009,2009,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,256,-1,N/A,,256,,11427,11427,,6
H3,2009,2009,2009,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,256,-1,N/A,,256,,11427,11427,,6
H3,2010,2010,2010,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,227,-1,N/A,,227,,9325,9325,,6
H3,2010,2010,2010,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,57,-1,N/A,,57,,2339,2339,,6
H3,2010,2010,2010,6,1,0,M,882,Samoa,WSM,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,170,-1,N/A,,170,,6986,6986,,6
H3,2011,2011,2011,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,417,-1,N/A,,417,,17349,17349,,6
H3,2011,2011,2011,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,417,-1,N/A,,417,,17349,17349,,6
H4,2012,2012,2012,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",-1,N/A,,-1,N/A,,,,12179,12179,,0
H4,2012,2012,2012,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",-1,N/A,,-1,N/A,,,,12179,12179,,0
H4,2013,2013,2013,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,1332,-1,N/A,,1332,,56234,56234,,6
H4,2013,2013,2013,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,439,-1,N/A,,439,,18536,18536,,6
H4,2013,2013,2013,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,893,-1,N/A,,893,,37698,37698,,6
H4,2014,2014,2014,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,336,-1,N/A,,336,,14868,14868,,6
H4,2014,2014,2014,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,318,-1,N/A,,318,,14071,14071,,6
H4,2014,2014,2014,6,1,0,M,882,Samoa,WSM,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,15,-1,N/A,,15,,654,654,,6
H4,2014,2014,2014,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,-1,N/A,,2,,72,72,,6
H4,2014,2014,2014,6,1,0,M,882,Samoa,WSM,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,-1,N/A,,2,,71,71,,6
H4,2015,2015,2015,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,5,-1,N/A,,5,,211,211,,6
H4,2015,2015,2015,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,-1,N/A,,2,,73,73,,6
H4,2015,2015,2015,6,1,0,M,882,Samoa,WSM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,3,-1,N/A,,3,,137,137,,6
H4,2016,2016,2016,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,39,-1,N/A,,39,,1623,1623,,6
H4,2016,2016,2016,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,28,-1,N/A,,28,,1174,1174,,6
H4,2016,2016,2016,6,1,0,M,882,Samoa,WSM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,11,-1,N/A,,11,,449,449,,6
H4,2017,2017,2017,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,257,-1,N/A,0,257,,9665,9665.399,,0
H4,2017,2017,2017,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,115,-1,N/A,0,115,,4322,4322.527,,0
H4,2017,2017,2017,6,1,0,M,882,Samoa,WSM,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,50,-1,N/A,0,50,,1887,1887.301,,0
H4,2017,2017,2017,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,92,-1,N/A,0,92,,3455,3455.571,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,1728,-1,N/A,0,1728,,72750,72750.07,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,36,Australia,AUS,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,851,-1,N/A,0,851,,35821,35821.303,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,554,New Zealand,NZL,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,538,-1,N/A,0,538,,22646,22646.059,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,0,World,W00,826,United Kingdom,GBR,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,339,-1,N/A,0,339,,14282,14282.708,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,826,-1,N/A,0,826,,34769,34769.462,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,36,Australia,AUS,36,Australia,AUS,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,826,-1,N/A,0,826,,34769,34769.462,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,538,-1,N/A,0,538,,22646,22646.059,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,554,New Zealand,NZL,554,New Zealand,NZL,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,538,-1,N/A,0,538,,22646,22646.059,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,364,-1,N/A,0,364,,15334,15334.549,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,826,United Kingdom,GBR,36,Australia,AUS,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,24,-1,N/A,0,24,,1051,1051.841,,0
H4,2018,2018,2018,6,1,0,M,882,Samoa,WSM,826,United Kingdom,GBR,826,United Kingdom,GBR,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,339,-1,N/A,0,339,,14282,14282.708,,0
