Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,2813,-1,N/A,,18395,,9618,9618,,4
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,4581,-1,N/A,,4581,,16065,16065,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,40,-1,N/A,,40,,140,140,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,1467,-1,N/A,,1467,,5144,5144,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,26311,-1,N/A,,26311,,95235,95235,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,16,American Samoa,ASM,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,19,-1,N/A,,19,,69,69,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,17847,-1,N/A,,17847,,64598,64598,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,329,-1,N/A,,329,,1191,1191,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,320,-1,N/A,,320,,1158,1158,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,351,-1,N/A,,351,,1271,1271,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,19,-1,N/A,,19,,67,67,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,449,-1,N/A,,449,,1625,1625,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,4064,-1,N/A,,4064,,14710,14710,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,1026,-1,N/A,,1026,,3715,3715,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,93,-1,N/A,,93,,336,336,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,1794,-1,N/A,,1794,,6494,6494,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,27623,-1,N/A,,27623,,99265,99265,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,17019,-1,N/A,,17019,,61160,61160,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,456,-1,N/A,,456,,1638,1638,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,175,-1,N/A,,175,,629,629,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,2135,-1,N/A,,2135,,7674,7674,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,17,-1,N/A,,17,,62,62,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,2706,-1,N/A,,2706,,9724,9724,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,4165,-1,N/A,,4165,,14969,14969,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,"Disinfectants and similar products; not containing substances of 3808.50; in forms, packings or articles for retail sale",8,kg,949,-1,N/A,,949,,3409,3409,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,19314,-1,N/A,,19314,,64599,64599,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,12947,-1,N/A,,12947,,43305,43305,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,115,-1,N/A,,115,,384,384,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,19,-1,N/A,,19,,62,62,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,68,-1,N/A,,68,,226,226,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,2005,-1,N/A,,2005,,6706,6706,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,2,-1,N/A,,2,,5,5,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,2769,-1,N/A,,2769,,9261,9261,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,1006,-1,N/A,,1006,,3365,3365,,6
H4,2014,2014,2014,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,380894,Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles,8,kg,384,-1,N/A,,384,,1286,1286,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,9,-1,N/A,,9,,212,212,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,8,-1,N/A,,8,,190,190,,6
H0,2000,2000,2000,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,1,-1,N/A,,1,,23,23,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,29,-1,N/A,,29,,741,741,,6
H0,2001,2001,2001,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,29,-1,N/A,,29,,741,741,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,17,-1,N/A,,17,,456,456,,6
H0,2002,2002,2002,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Culture media, prepared; for development of micro-organisms",8,kg,17,-1,N/A,,17,,456,456,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,10,-1,N/A,,10,,379,379,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,8,-1,N/A,,8,,311,311,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,-1,N/A,,2,,68,68,,6
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,110,-1,N/A,,110,,4889,4889,,6
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,68,-1,N/A,,68,,3045,3045,,6
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,41,-1,N/A,,41,,1844,1844,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,14,-1,N/A,,14,,580,580,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,8,-1,N/A,,8,,319,319,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,6,-1,N/A,,6,,261,261,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,191,-1,N/A,,191,,8713,8713,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,2,-1,N/A,,2,,80,80,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,175,-1,N/A,,175,,8014,8014,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,14,-1,N/A,,14,,619,619,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,1,-1,N/A,,1,,34,34,,6
H3,2013,2013,2013,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382100,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells",8,kg,1,-1,N/A,,1,,34,34,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,64,-1,N/A,,64,,5246,5246,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,63,-1,N/A,,63,,5126,5126,,6
H0,2005,2005,2005,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,1,-1,N/A,,1,,119,119,,6
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,144,-1,N/A,,144,,14916,14916,,6
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,1,-1,N/A,,1,,60,60,,6
H0,2007,2007,2007,6,1,0,M,776,Tonga,TON,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; composite diagnostic or laboratory reagents, other than those of heading no. 3002 or 3006",8,kg,143,-1,N/A,,143,,14856,14856,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,284,-1,N/A,,284,,33038,33038,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8,-1,N/A,,8,,894,894,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,257,-1,N/A,,257,,29868,29868,,6
H3,2008,2008,2008,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,20,-1,N/A,,20,,2276,2276,,6
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,223,-1,N/A,,223,,24255,24255,,6
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,3,-1,N/A,,3,,313,313,,6
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,210,-1,N/A,,210,,22881,22881,,6
H3,2009,2009,2009,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,-1,N/A,,10,,1062,1062,,6
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,339,-1,N/A,,339,,41656,41656,,6
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,149,-1,N/A,,149,,18304,18304,,6
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,8,-1,N/A,,8,,1033,1033,,6
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,163,-1,N/A,,163,,20056,20056,,6
H3,2010,2010,2010,6,1,0,M,776,Tonga,TON,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,18,-1,N/A,,18,,2263,2263,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,786,-1,N/A,,786,,95674,95674,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,72,-1,N/A,,72,,8774,8774,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,-1,N/A,,2,,226,226,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,24,-1,N/A,,24,,2959,2959,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2,-1,N/A,,2,,232,232,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,268,Georgia,GEO,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,89,-1,N/A,,89,,10874,10874,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,117,-1,N/A,,117,,14290,14290,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,24,-1,N/A,,24,,2904,2904,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,129,-1,N/A,,129,,15735,15735,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,15,-1,N/A,,15,,1871,1871,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,11,-1,N/A,,11,,1290,1290,,6
H3,2011,2011,2011,6,1,0,M,776,Tonga,TON,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,300,-1,N/A,,300,,36518,36518,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,449,-1,N/A,,449,,64994,64994,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,131,-1,N/A,,131,,19006,19006,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,-1,N/A,,10,,1457,1457,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10,-1,N/A,,10,,1423,1423,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,170,-1,N/A,,170,,24594,24594,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,0,-1,N/A,,,,63,63,,6
H3,2012,2012,2012,6,1,0,M,776,Tonga,TON,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,15,-1,N/A,,15,,2128,2128,,6
