Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1994,1994,1994,6,1,0,M,768,Togo,TGO,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,9855,-1,N/A,,9855,,10773,10773,,0
H2,2007,2007,2007,6,1,0,X,768,Togo,TGO,384,Côte d'Ivoire,CIV,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",7,l,5946,-1,N/A,,5500,,7166,,7166,2
H2,2007,2007,2007,6,1,0,X,768,Togo,TGO,838,Free Zones,X2 ,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.s. in heading no. 2208",7,l,8919,-1,N/A,,8250,,3130,,3130,2
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2797833,-1,N/A,0,3024685,,3231947,3231947.709,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,56,Belgium,BEL,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,130204,-1,N/A,0,140762,,56506,56506.574,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,76,Brazil,BRA,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,8880,-1,N/A,0,9600,,4826,4826.575,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,120,Cameroon,CMR,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,74527,-1,N/A,0,80570,,30298,30298.208,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,156,China,CHN,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,5509,-1,N/A,0,5956,,6278,6278.668,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,203,Czechia,CZE,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17998,-1,N/A,0,19458,,4424,4424.27,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,251,France,FRA,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1417091,-1,N/A,0,1531991,,1256047,1256047.806,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,288,Ghana,GHA,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,473607,-1,N/A,0,512008,,137072,137072.544,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,344,"China, Hong Kong SAR",HKG,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,185283,-1,N/A,0,200307,,17005,17005.135,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,380,Italy,ITA,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,83583,-1,N/A,0,90361,,323584,323584.387,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,384,Côte d'Ivoire,CIV,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,37665,-1,N/A,0,40719,,8172,8172.611,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,528,Netherlands,NLD,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,60569,-1,N/A,0,65481,,73839,73839.042,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,579,Norway,NOR,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17,-1,N/A,0,19,,622,622.151,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,699,India,IND,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,22567,-1,N/A,0,24397,,9980,9980.211,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,710,South Africa,ZAF,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,14848,-1,N/A,0,16052,,6201,6201.877,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,724,Spain,ESP,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,135615,-1,N/A,0,146611,,39685,39685.493,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,752,Sweden,SWE,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,16751,-1,N/A,0,18110,,3297,3297.737,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,826,United Kingdom,GBR,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,113111,-1,N/A,0,122283,,1254104,1254104.42,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2581575,-1,N/A,0,2790892,,928472,928472.47,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,56,Belgium,BEL,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,130204,-1,N/A,0,140762,,56506,56506.574,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,76,Brazil,BRA,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,8880,-1,N/A,0,9600,,4826,4826.575,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,120,Cameroon,CMR,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,74527,-1,N/A,0,80570,,30298,30298.208,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,156,China,CHN,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,5509,-1,N/A,0,5956,,6278,6278.668,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,203,Czechia,CZE,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17998,-1,N/A,0,19458,,4424,4424.27,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,251,France,FRA,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1366275,-1,N/A,0,1477055,,572538,572538.408,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,288,Ghana,GHA,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,473607,-1,N/A,0,512008,,137072,137072.544,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,344,"China, Hong Kong SAR",HKG,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,185283,-1,N/A,0,200307,,17005,17005.135,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,380,Italy,ITA,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,16742,-1,N/A,0,18100,,5630,5630.894,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,384,Côte d'Ivoire,CIV,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,37665,-1,N/A,0,40719,,8172,8172.611,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,528,Netherlands,NLD,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,45014,-1,N/A,0,48664,,12616,12616.806,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,579,Norway,NOR,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17,-1,N/A,0,19,,622,622.151,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,699,India,IND,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,22567,-1,N/A,0,24397,,9980,9980.211,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,710,South Africa,ZAF,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,14848,-1,N/A,0,16052,,6201,6201.877,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,724,Spain,ESP,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,135615,-1,N/A,0,146611,,39685,39685.493,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,752,Sweden,SWE,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,16751,-1,N/A,0,18110,,3297,3297.737,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,826,United Kingdom,GBR,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,30066,-1,N/A,0,32504,,13314,13314.308,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,0,World,W00,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,216258,-1,N/A,0,233793,,2303475,2303475.239,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,251,France,FRA,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,50815,-1,N/A,0,54936,,683509,683509.398,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,380,Italy,ITA,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,66841,-1,N/A,0,72261,,317953,317953.493,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,528,Netherlands,NLD,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,15555,-1,N/A,0,16817,,61222,61222.236,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,0,World,W00,826,United Kingdom,GBR,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,83045,-1,N/A,0,89779,,1240790,1240790.113,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,380,Italy,ITA,380,Italy,ITA,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,66841,-1,N/A,0,72261,,317953,317953.493,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,528,Netherlands,NLD,528,Netherlands,NLD,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,15555,-1,N/A,0,16817,,61222,61222.236,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,826,United Kingdom,GBR,826,United Kingdom,GBR,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,83045,-1,N/A,0,89779,,1240790,1240790.113,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,56,Belgium,BEL,56,Belgium,BEL,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,130204,-1,N/A,0,140762,,56506,56506.574,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,76,Brazil,BRA,76,Brazil,BRA,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,8880,-1,N/A,0,9600,,4826,4826.575,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,120,Cameroon,CMR,120,Cameroon,CMR,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,74527,-1,N/A,0,80570,,30298,30298.208,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,156,China,CHN,156,China,CHN,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,5509,-1,N/A,0,5956,,6278,6278.668,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,203,Czechia,CZE,203,Czechia,CZE,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17998,-1,N/A,0,19458,,4424,4424.27,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,288,Ghana,GHA,288,Ghana,GHA,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,473607,-1,N/A,0,512008,,137072,137072.544,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,344,"China, Hong Kong SAR",HKG,344,"China, Hong Kong SAR",HKG,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,185283,-1,N/A,0,200307,,17005,17005.135,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,380,Italy,ITA,380,Italy,ITA,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,16742,-1,N/A,0,18100,,5630,5630.894,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,384,Côte d'Ivoire,CIV,384,Côte d'Ivoire,CIV,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,37665,-1,N/A,0,40719,,8172,8172.611,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,528,Netherlands,NLD,528,Netherlands,NLD,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,45014,-1,N/A,0,48664,,12616,12616.806,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,579,Norway,NOR,579,Norway,NOR,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17,-1,N/A,0,19,,622,622.151,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,699,India,IND,699,India,IND,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,22567,-1,N/A,0,24397,,9980,9980.211,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,710,South Africa,ZAF,710,South Africa,ZAF,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,14848,-1,N/A,0,16052,,6201,6201.877,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,724,Spain,ESP,724,Spain,ESP,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,135615,-1,N/A,0,146611,,39685,39685.493,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,752,Sweden,SWE,752,Sweden,SWE,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,16751,-1,N/A,0,18110,,3297,3297.737,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,826,United Kingdom,GBR,826,United Kingdom,GBR,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,30066,-1,N/A,0,32504,,13314,13314.308,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,56,Belgium,BEL,56,Belgium,BEL,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,130204,-1,N/A,0,140762,,56506,56506.574,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,76,Brazil,BRA,76,Brazil,BRA,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,8880,-1,N/A,0,9600,,4826,4826.575,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,120,Cameroon,CMR,120,Cameroon,CMR,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,74527,-1,N/A,0,80570,,30298,30298.208,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,156,China,CHN,156,China,CHN,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,5509,-1,N/A,0,5956,,6278,6278.668,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,203,Czechia,CZE,203,Czechia,CZE,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17998,-1,N/A,0,19458,,4424,4424.27,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,288,Ghana,GHA,288,Ghana,GHA,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,473607,-1,N/A,0,512008,,137072,137072.544,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,344,"China, Hong Kong SAR",HKG,344,"China, Hong Kong SAR",HKG,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,185283,-1,N/A,0,200307,,17005,17005.135,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,380,Italy,ITA,380,Italy,ITA,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,83583,-1,N/A,0,90361,,323584,323584.387,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,384,Côte d'Ivoire,CIV,384,Côte d'Ivoire,CIV,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,37665,-1,N/A,0,40719,,8172,8172.611,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,528,Netherlands,NLD,528,Netherlands,NLD,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,60569,-1,N/A,0,65481,,73839,73839.042,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,579,Norway,NOR,579,Norway,NOR,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17,-1,N/A,0,19,,622,622.151,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,699,India,IND,699,India,IND,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,22567,-1,N/A,0,24397,,9980,9980.211,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,710,South Africa,ZAF,710,South Africa,ZAF,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,14848,-1,N/A,0,16052,,6201,6201.877,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,724,Spain,ESP,724,Spain,ESP,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,135615,-1,N/A,0,146611,,39685,39685.493,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,752,Sweden,SWE,752,Sweden,SWE,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,16751,-1,N/A,0,18110,,3297,3297.737,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,826,United Kingdom,GBR,826,United Kingdom,GBR,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,113111,-1,N/A,0,122283,,1254104,1254104.42,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,50815,-1,N/A,0,54936,,683509,683509.398,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1366275,-1,N/A,0,1477055,,572538,572538.408,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,251,France,FRA,251,France,FRA,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1417091,-1,N/A,0,1531991,,1256047,1256047.806,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,251,France,FRA,0,World,W00,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,50815,-1,N/A,0,54936,,683509,683509.398,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,380,Italy,ITA,0,World,W00,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,66841,-1,N/A,0,72261,,317953,317953.493,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,528,Netherlands,NLD,0,World,W00,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,15555,-1,N/A,0,16817,,61222,61222.236,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,826,United Kingdom,GBR,0,World,W00,C04,Customs warehouses,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,83045,-1,N/A,0,89779,,1240790,1240790.113,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,56,Belgium,BEL,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,130204,-1,N/A,0,140762,,56506,56506.574,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,76,Brazil,BRA,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,8880,-1,N/A,0,9600,,4826,4826.575,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,120,Cameroon,CMR,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,74527,-1,N/A,0,80570,,30298,30298.208,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,156,China,CHN,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,5509,-1,N/A,0,5956,,6278,6278.668,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,203,Czechia,CZE,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17998,-1,N/A,0,19458,,4424,4424.27,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,251,France,FRA,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1366275,-1,N/A,0,1477055,,572538,572538.408,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,288,Ghana,GHA,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,473607,-1,N/A,0,512008,,137072,137072.544,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,344,"China, Hong Kong SAR",HKG,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,185283,-1,N/A,0,200307,,17005,17005.135,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,380,Italy,ITA,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,16742,-1,N/A,0,18100,,5630,5630.894,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,384,Côte d'Ivoire,CIV,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,37665,-1,N/A,0,40719,,8172,8172.611,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,528,Netherlands,NLD,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,45014,-1,N/A,0,48664,,12616,12616.806,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,579,Norway,NOR,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,17,-1,N/A,0,19,,622,622.151,,0
H3,2008,2008,2008,6,1,0,M,768,Togo,TGO,699,India,IND,0,World,W00,C01,Clearance for home use,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,22567,-1,N/A,0,24397,,9980,9980.211,,0
