Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1995,1995,1995,6,1,0,M,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,671,-1,N/A,,671,,3520,3520,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,42,-1,N/A,,42,,10340,10340,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,3680,-1,N/A,,3680,,740279,740279,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,13255,-1,N/A,,13255,,4337798,4337798,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,5113,-1,N/A,,5113,,323510,323510,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1053,-1,N/A,,1053,,1103102,1103102,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,13380,-1,N/A,,13380,,2682514,2682514,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,689,-1,N/A,,689,,438991,438991,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,15611,-1,N/A,,15611,,3435389,3435389,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,2345,-1,N/A,,2345,,676301,676301,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,132,-1,N/A,,132,,29254,29254,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,14,-1,N/A,,14,,1563,1563,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,4861,-1,N/A,,4861,,751454,751454,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,3965,-1,N/A,,3965,,721756,721756,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,8210,-1,N/A,,8210,,1766551,1766551,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,358,-1,N/A,,358,,23880,23880,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,2548,-1,N/A,,2548,,76221,76221,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,7054,-1,N/A,,7054,,1837032,1837032,,0
H3,2010,2010,2010,6,1,0,M,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,87141,-1,N/A,,87141,,19614905,19614905,,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,40,-1,N/A,,40,,14844,,14844,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,60,Bermuda,BMU,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,409,-1,N/A,,409,,64575,,64575,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,534,Saint Maarten,SXM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,65,-1,N/A,,65,,7138,,7138,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,28,Antigua and Barbuda,ATG,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,540,-1,N/A,,540,,33015,,33015,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,308,Grenada,GRD,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,51,-1,N/A,,51,,2830,,2830,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,86,Br. Indian Ocean Terr.,IOT,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,163,-1,N/A,,163,,26147,,26147,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,44,Bahamas,BHS,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,4571,-1,N/A,,4571,,407956,,407956,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,68,Bolivia (Plurinational State of),BOL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,127,-1,N/A,,127,,44640,,44640,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,600,Paraguay,PRY,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,29,-1,N/A,,29,,22500,,22500,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,662,Saint Lucia,LCA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,109,-1,N/A,,109,,4895,,4895,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,531,Curaçao,CUW,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,245,-1,N/A,,245,,25553,,25553,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,332,Haiti,HTI,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,4074,-1,N/A,,4074,,260204,,260204,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,2902,-1,N/A,,2902,,293825,,293825,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,754,-1,N/A,,754,,51628,,51628,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,533,Aruba,ABW,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,592,-1,N/A,,592,,242184,,242184,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1270,-1,N/A,,1270,,164527,,164527,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1133,-1,N/A,,1133,,60249,,60249,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,16461,-1,N/A,,16461,,998202,,998202,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,50,-1,N/A,,50,,12637,,12637,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,9736,-1,N/A,,9736,,793075,,793075,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,5706,-1,N/A,,5706,,1024292,,1024292,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,26227,-1,N/A,,26227,,1982235,,1982235,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,16549,-1,N/A,,16549,,2562583,,2562583,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,13525,-1,N/A,,13525,,2541005,,2541005,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,48536,-1,N/A,,48536,,4559673,,4559673,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,31419,-1,N/A,,31419,,6886543,,6886543,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1489,-1,N/A,,1489,,45926,,45926,0
H3,2011,2011,2011,6,1,0,X,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,186772,-1,N/A,,186772,,23132881,,23132881,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,2318,-1,N/A,,2318,,16988884,16988884,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,350,-1,N/A,,350,,26050,26050,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,9976,-1,N/A,,9976,,491873,491873,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,152,-1,N/A,,152,,22878,22878,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,25479,-1,N/A,,25479,,5796674,5796674,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,5098,-1,N/A,,5098,,406241,406241,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,4310,-1,N/A,,4310,,639469,639469,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1606,-1,N/A,,1606,,50179,50179,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,96,-1,N/A,,96,,38332,38332,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,2584,-1,N/A,,2584,,1696888,1696888,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,16682,-1,N/A,,16682,,3045727,3045727,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1943,-1,N/A,,1943,,500326,500326,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,172,-1,N/A,,172,,38908,38908,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,40,-1,N/A,,40,,1873,1873,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,11360,-1,N/A,,11360,,6221089,6221089,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1467,-1,N/A,,1467,,402928,402928,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1932,-1,N/A,,1932,,491050,491050,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,89,-1,N/A,,89,,26400,26400,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,182,-1,N/A,,182,,19063,19063,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,996,-1,N/A,,996,,94350,94350,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,399,-1,N/A,,399,,98109,98109,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,533,Aruba,ABW,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,19,-1,N/A,,19,,541,541,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,92,-1,N/A,,92,,7965,7965,,0
H3,2011,2011,2011,6,1,0,M,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,87342,-1,N/A,,87342,,37105797,37105797,,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,60,Bermuda,BMU,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,279,-1,N/A,,279,,42881,,42881,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,28,Antigua and Barbuda,ATG,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,48,-1,N/A,,48,,1118,,1118,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,473,"LAIA, nes",A79,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,228,-1,N/A,,228,,27399,,27399,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,837,Bunkers,X1 ,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,532,-1,N/A,,532,,48695,,48695,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,44,Bahamas,BHS,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,4755,-1,N/A,,4755,,359822,,359822,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,5152,-1,N/A,,5152,,436153,,436153,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,68,Bolivia (Plurinational State of),BOL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,127,-1,N/A,,127,,34152,,34152,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,740,Suriname,SUR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,18,-1,N/A,,18,,1155,,1155,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,332,Haiti,HTI,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,6000,-1,N/A,,6000,,451079,,451079,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,531,Curaçao,CUW,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,206,-1,N/A,,206,,32774,,32774,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,533,Aruba,ABW,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,195,-1,N/A,,195,,34951,,34951,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1611,-1,N/A,,1611,,168340,,168340,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,17,-1,N/A,,17,,1015,,1015,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,25899,-1,N/A,,25899,,1261022,,1261022,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,13916,-1,N/A,,13916,,1030975,,1030975,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,12501,-1,N/A,,12501,,1478964,,1478964,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,4878,-1,N/A,,4878,,733480,,733480,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,18395,-1,N/A,,18395,,2440227,,2440227,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,13481,-1,N/A,,13481,,1566979,,1566979,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,40935,-1,N/A,,40935,,3631910,,3631910,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,46220,-1,N/A,,46220,,17027136,,17027136,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,27,-1,N/A,,27,,44267,,44267,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,19048,-1,N/A,,19048,,4273167,,4273167,0
H4,2012,2012,2012,6,1,0,X,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,214468,-1,N/A,,214468,,35127661,,35127661,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,40766,-1,N/A,,40766,,4834716,4834716,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,66,-1,N/A,,66,,119145,119145,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,375,-1,N/A,,375,,137500,137500,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,2841,-1,N/A,,2841,,398214,398214,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,36686,-1,N/A,,36686,,4021094,4021094,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,24,-1,N/A,,24,,10318,10318,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,128,-1,N/A,,128,,7200,7200,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,368,-1,N/A,,368,,121000,121000,,0
H4,2012,2012,2012,6,1,0,M,591,Panama,PAN,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,278,-1,N/A,,278,,20245,20245,,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,60,Bermuda,BMU,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,427,-1,N/A,,427,,16580,,16580,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,28,Antigua and Barbuda,ATG,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,3,-1,N/A,,3,,1307,,1307,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,473,"LAIA, nes",A79,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,503,-1,N/A,,503,,32966,,32966,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,44,Bahamas,BHS,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,2657,-1,N/A,,2657,,211102,,211102,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,68,Bolivia (Plurinational State of),BOL,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,234,-1,N/A,,234,,46614,,46614,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,837,Bunkers,X1 ,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,759,-1,N/A,,759,,160957,,160957,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,3975,-1,N/A,,3975,,305066,,305066,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,740,Suriname,SUR,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,482,-1,N/A,,482,,2810,,2810,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,332,Haiti,HTI,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,2507,-1,N/A,,2507,,196161,,196161,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,531,Curaçao,CUW,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,405,-1,N/A,,405,,47531,,47531,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,1099,-1,N/A,,1099,,131040,,131040,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,533,Aruba,ABW,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,413,-1,N/A,,413,,82505,,82505,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,800,-1,N/A,,800,,91398,,91398,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,256,-1,N/A,,256,,145000,,145000,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,9968,-1,N/A,,9968,,586270,,586270,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,4341,-1,N/A,,4341,,947919,,947919,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,7584,-1,N/A,,7584,,827915,,827915,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,16083,-1,N/A,,16083,,1121630,,1121630,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,8561,-1,N/A,,8561,,974767,,974767,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,14863,-1,N/A,,14863,,2346922,,2346922,0
H4,2013,2013,2013,6,1,0,X,591,Panama,PAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,300220,Vaccines; for human medicine,8,kg,45653,-1,N/A,,45653,,12297111,,12297111,0
