Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,8,kg,178171,-1,N/A,,178171,,248105,248105,,0
H2,2012,2012,2012,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,777,-1,N/A,,777,,353852,,353852,0
H2,2012,2012,2012,6,1,0,X,862,Venezuela,VEN,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,777,-1,N/A,,777,,353852,,353852,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2527853,-1,N/A,,2527853,,61822048,61822048,,6
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,93276,-1,N/A,,93276,,1449786,1449786,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,624,-1,N/A,,624,,238700,238700,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,27,-1,N/A,,27,,10824,10824,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,11370,-1,N/A,,11370,,341122,341122,,6
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,66871,-1,N/A,,66871,,405214,405214,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,84,Belize,BLZ,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,180,-1,N/A,,180,,20858,20858,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,92,Br. Virgin Isds,VGB,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,731,-1,N/A,,731,,206524,206524,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,211,-1,N/A,,211,,67516,67516,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,152,Chile,CHL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,479,-1,N/A,,479,,42660,42660,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1123277,-1,N/A,,1123277,,8531599,8531599,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,42,-1,N/A,,42,,3100,3100,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,133558,-1,N/A,,133558,,10544825,10544825,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,451,-1,N/A,,451,,59660,59660,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,195,-1,N/A,,195,,22541,22541,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10176,-1,N/A,,10176,,1189753,1189753,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,63403,-1,N/A,,63403,,6704562,6704562,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,11,-1,N/A,,11,,101,101,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,233,-1,N/A,,233,,87777,87777,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1112,-1,N/A,,1112,,265764,265764,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,318,-1,N/A,,318,,31404,31404,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4172,-1,N/A,,4172,,535315,535315,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,5682,-1,N/A,,5682,,1369852,1369852,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,19147,-1,N/A,,19147,,1447924,1447924,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,906,-1,N/A,,906,,10998,10998,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4611,-1,N/A,,4611,,834622,834622,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,6975,-1,N/A,,6975,,71231,71231,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,65,-1,N/A,,65,,20074,20074,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1060,-1,N/A,,1060,,43136,43136,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,21653,-1,N/A,,21653,,102223,102223,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,581,-1,N/A,,581,,13650,13650,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,2418,-1,N/A,,2418,,151101,151101,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,81,-1,N/A,,81,,419,419,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,-1,N/A,,1,,86,86,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,10988,-1,N/A,,10988,,1774181,1774181,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,4,-1,N/A,,4,,64,64,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,589,-1,N/A,,589,,230620,230620,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,94,-1,N/A,,94,,11054,11054,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,11150,-1,N/A,,11150,,2902051,2902051,,0
H2,2013,2013,2013,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,931132,-1,N/A,,931132,,22079159,22079159,,0
H2,2013,2013,2013,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,-1,N/A,,1,,254,,254,0
H2,2013,2013,2013,6,1,0,X,862,Venezuela,VEN,780,Trinidad and Tobago,TTO,0,World,W00,C00,All CPCs,0,All MOTs,382200,"Reagents; diagnostic or laboratory reagents on a backing and prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading no. 3002 or 3006; certified reference material",8,kg,1,-1,N/A,,1,,254,,254,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,344194,-1,N/A,,344194,,1673945,1673945,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,6250,-1,N/A,,6250,,30953,30953,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,62,-1,N/A,,62,,4335,4335,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,6375,-1,N/A,,6375,,18863,18863,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,25503,-1,N/A,,25503,,167526,167526,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,2500,-1,N/A,,2500,,7104,7104,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,8250,-1,N/A,,8250,,35050,35050,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,86085,-1,N/A,,86085,,402250,402250,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,530,Neth. Antilles,ANT,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1125,-1,N/A,,1125,,1139,1139,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,4687,-1,N/A,,4687,,55192,55192,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,9750,-1,N/A,,9750,,34643,34643,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,193605,-1,N/A,,193605,,916854,916854,,0
H0,1994,1994,1994,6,1,0,M,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,2,-1,N/A,,2,,36,36,,0
H0,1994,1994,1994,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,45000,-1,N/A,,45000,,124416,,124416,0
H0,1994,1994,1994,6,1,0,X,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,45000,-1,N/A,,45000,,124416,,124416,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,479192,-1,N/A,,479192,,2469314,2469314,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,25761,-1,N/A,,25761,,129763,129763,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,19101,-1,N/A,,19101,,171089,171089,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,20210,-1,N/A,,20210,,68983,68983,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,13750,-1,N/A,,13750,,41399,41399,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1125,-1,N/A,,1125,,9000,9000,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,7375,-1,N/A,,7375,,32500,32500,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,16562,-1,N/A,,16562,,76908,76908,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,110429,-1,N/A,,110429,,468271,468271,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,7125,-1,N/A,,7125,,57600,57600,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,2437,-1,N/A,,2437,,16020,16020,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,628,-1,N/A,,628,,24858,24858,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,254644,-1,N/A,,254644,,1372913,1372913,,0
H0,1995,1995,1995,6,1,0,M,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,45,-1,N/A,,45,,10,10,,0
H0,1995,1995,1995,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,20,-1,N/A,,20,,97,,97,0
H0,1995,1995,1995,6,1,0,X,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,20,-1,N/A,,20,,97,,97,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,455338,-1,N/A,,455338,,1926387,1926387,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,10937,-1,N/A,,10937,,56444,56444,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,26613,-1,N/A,,26613,,118649,118649,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,9375,-1,N/A,,9375,,15418,15418,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,112980,-1,N/A,,112980,,372433,372433,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,9625,-1,N/A,,9625,,32587,32587,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,24726,-1,N/A,,24726,,113679,113679,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,8500,-1,N/A,,8500,,52490,52490,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,252558,-1,N/A,,252558,,1164270,1164270,,0
H1,1996,1996,1996,6,1,0,M,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,24,-1,N/A,,24,,417,417,,0
H1,1996,1996,1996,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,250,-1,N/A,,250,,323,,323,0
H1,1996,1996,1996,6,1,0,X,862,Venezuela,VEN,899,"Areas, nes",_X ,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,250,-1,N/A,,250,,323,,323,0
H1,1997,1997,1997,6,1,0,X,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,1202,-1,N/A,,1202,,7309,,7309,0
H1,1997,1997,1997,6,1,0,X,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,699,-1,N/A,,699,,3899,,3899,0
H1,1997,1997,1997,6,1,0,X,862,Venezuela,VEN,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,503,-1,N/A,,503,,3410,,3410,0
H1,1997,1997,1997,6,1,0,M,862,Venezuela,VEN,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,642041,-1,N/A,,642041,,2495793,2495793,,0
H1,1997,1997,1997,6,1,0,M,862,Venezuela,VEN,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,401511,"Rubber; vulcanised (other than hard rubber), surgical gloves",8,kg,6875,-1,N/A,,6875,,59699,59699,,0
