Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1995,1995,1995,6,1,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220710,Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher,7,l,153,-1,N/A,,,,963,963,,0
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,51,-1,N/A,,47,,340,340,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,690,Seychelles,SYC,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,9,-1,N/A,,8,,120,120,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,60,-1,N/A,,56,,116,116,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,3902,-1,N/A,,3610,,12909,12909,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1209,-1,N/A,,1119,,5344,5344,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,252,-1,N/A,,233,,610,610,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,6,-1,N/A,,6,,69,69,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,64,-1,N/A,,59,,1464,1464,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,29,-1,N/A,,26,,281,281,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1519,-1,N/A,,1405,,11246,11246,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,40,-1,N/A,,37,,206,206,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,3272,-1,N/A,,3026,,15492,15492,,4
H4,2014,2014,2014,6,1,0,M,462,Maldives,MDV,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,326,-1,N/A,,302,,521,521,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,236321,-1,N/A,,218597,,251645,251645,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,8,-1,N/A,,8,,70,70,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1686,-1,N/A,,1560,,18663,18663,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1,-1,N/A,,1,,2,2,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,322,-1,N/A,,297,,3488,3488,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,24,-1,N/A,,22,,615,615,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,31,-1,N/A,,29,,132,132,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,190093,-1,N/A,,175836,,134365,134365,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,6061,-1,N/A,,5606,,21575,21575,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,9,-1,N/A,,9,,42,42,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,350,-1,N/A,,324,,2649,2649,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,4,-1,N/A,,4,,651,651,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,4,-1,N/A,,4,,188,188,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,53,-1,N/A,,49,,185,185,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,19738,-1,N/A,,18258,,17615,17615,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1,-1,N/A,,1,,2,2,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2824,-1,N/A,,2612,,2884,2884,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1,-1,N/A,,1,,17,17,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,8,-1,N/A,,8,,24,24,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,690,Seychelles,SYC,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,12,-1,N/A,,11,,23,23,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,19,-1,N/A,,17,,52,52,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1624,-1,N/A,,1502,,6077,6077,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2212,-1,N/A,,2046,,7727,7727,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,43,-1,N/A,,40,,127,127,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,42,-1,N/A,,39,,90,90,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,183,-1,N/A,,169,,322,322,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,6716,-1,N/A,,6212,,18621,18621,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,285,-1,N/A,,264,,2290,2290,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,3699,-1,N/A,,3422,,12646,12646,,4
H4,2015,2015,2015,6,1,0,M,462,Maldives,MDV,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,267,-1,N/A,,247,,501,501,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,257544,-1,N/A,,238228,,389494,389494,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1,-1,N/A,,1,,1,1,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2404,-1,N/A,,2224,,15689,15689,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,556,-1,N/A,,515,,1399,1399,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,44,Bahamas,BHS,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,12,-1,N/A,,11,,23,23,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,60,Bermuda,BMU,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,4,-1,N/A,,4,,162,162,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,116,Cambodia,KHM,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,21,-1,N/A,,19,,60,60,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,104,Myanmar,MMR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,55,-1,N/A,,51,,135,135,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,472,-1,N/A,,436,,1992,1992,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,152,Chile,CHL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,25,-1,N/A,,23,,50,50,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,64,-1,N/A,,59,,2131,2131,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,25,-1,N/A,,23,,31,31,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,241,-1,N/A,,223,,198,198,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,111884,-1,N/A,,103492,,137312,137312,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,270,Gambia,GMB,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,28749,-1,N/A,,26593,,28885,28885,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,8509,-1,N/A,,7871,,25626,25626,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,24,-1,N/A,,22,,36,36,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,18504,-1,N/A,,17116,,32199,32199,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,8,-1,N/A,,8,,63,63,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,8,-1,N/A,,8,,35,35,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,632,-1,N/A,,585,,548,548,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,382,-1,N/A,,353,,559,559,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,347,-1,N/A,,321,,969,969,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1,-1,N/A,,1,,12,12,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,46303,-1,N/A,,42831,,39474,39474,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,4,-1,N/A,,4,,26,26,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,33,-1,N/A,,31,,76,76,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,4250,-1,N/A,,3931,,10163,10163,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2080,-1,N/A,,1924,,7155,7155,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,143,-1,N/A,,132,,692,692,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,752,Sweden,SWE,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,33,-1,N/A,,30,,226,226,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,170,-1,N/A,,157,,1837,1837,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,9299,-1,N/A,,8601,,56219,56219,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,826,United Kingdom,GBR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,20988,-1,N/A,,19414,,23715,23715,,4
H4,2016,2016,2016,6,1,0,M,462,Maldives,MDV,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1312,-1,N/A,,1213,,1795,1795,,4
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,33230,-1,N/A,0,35924,,177063,177063.374,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,12,-1,N/A,0,13,,111,111.633,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1368,-1,N/A,0,1479,,14532,14532.176,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,44,Bahamas,BHS,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,49,-1,N/A,0,54,,186,186.416,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,20,-1,N/A,0,21,,611,611.718,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,11,-1,N/A,0,12,,13,13.422,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,104,Myanmar,MMR,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,5,-1,N/A,0,6,,6,6.715,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,495,-1,N/A,0,535,,979,979.544,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,152,Chile,CHL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,43,-1,N/A,0,46,,121,121.264,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,66,-1,N/A,0,72,,167,167.24,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,0,-1,N/A,0,1,,23,23.766,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,66,-1,N/A,0,71,,301,301.295,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,7408,-1,N/A,0,8009,,53732,53732.657,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1829,-1,N/A,0,1977,,17519,17519.352,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,0,-1,N/A,0,0,,1543,1543.876,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,101,-1,N/A,0,110,,496,496.573,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,26,-1,N/A,0,28,,159,159.295,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,875,-1,N/A,0,946,,3279,3279.661,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,4,-1,N/A,0,4,,28,28.104,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,77,-1,N/A,0,84,,198,198.572,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,662,-1,N/A,0,716,,4800,4800.115,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,273,-1,N/A,0,295,,638,638.982,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,25,-1,N/A,0,28,,367,367.683,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,2165,-1,N/A,0,2340,,2748,2748.471,,0
H5,2017,2017,2017,6,1,0,M,462,Maldives,MDV,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,220890,"Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208",7,l,1,-1,N/A,0,2,,49,49.617,,0
